"id","area","path","line","kind","qualifiedName","signature","classification","entryAnchor","status","sourceFingerprint","rationale","reviewedAt"
"java:src/java/billiards/database/Database.java:Database#codeAndOEMatch(final String codeSeq, final String OEPattern)","java","src/java/billiards/database/Database.java","502","method","Database#codeAndOEMatch","(final String codeSeq, final String OEPattern)","deep","java-legacy-jdbc-records-code-history-triples-and-iteration-pattern-lookup","reviewed","c505d37129f6853c32a5a86d02d98a55b52ff50a145d4f0d00a68ab82f339f04","Legacy JDBC versus native MRR persistence, exists/insert race, empty delete API BUG-077, opaque triple history, exact grouped code/OE parity grammar and formula, UI alert validation behavior, iteration upsert/timestamp semantics, and lookup result contracts are documented in handbook Section 14.58.","2026-07-17"
"java:src/java/billiards/database/Database.java:Database#saveIterationPatternToDatabase(final String codeSeq, final String OEPattern, final String iterPattern, final String dbName)","java","src/java/billiards/database/Database.java","536","method","Database#saveIterationPatternToDatabase","(final String codeSeq, final String OEPattern, final String iterPattern, final String dbName)","deep","java-legacy-jdbc-records-code-history-triples-and-iteration-pattern-lookup","reviewed","c505d37129f6853c32a5a86d02d98a55b52ff50a145d4f0d00a68ab82f339f04","Legacy JDBC versus native MRR persistence, exists/insert race, empty delete API BUG-077, opaque triple history, exact grouped code/OE parity grammar and formula, UI alert validation behavior, iteration upsert/timestamp semantics, and lookup result contracts are documented in handbook Section 14.58.","2026-07-17"
"java:src/java/billiards/database/Database.java:Database#lookUpIterPatByCodeSeq(final String codeSeq, final String dbName)","java","src/java/billiards/database/Database.java","569","method","Database#lookUpIterPatByCodeSeq","(final String codeSeq, final String dbName)","deep","java-legacy-jdbc-records-code-history-triples-and-iteration-pattern-lookup","reviewed","c505d37129f6853c32a5a86d02d98a55b52ff50a145d4f0d00a68ab82f339f04","Legacy JDBC versus native MRR persistence, exists/insert race, empty delete API BUG-077, opaque triple history, exact grouped code/OE parity grammar and formula, UI alert validation behavior, iteration upsert/timestamp semantics, and lookup result contracts are documented in handbook Section 14.58.","2026-07-17"
"java:src/java/billiards/database/Database.java:Database#lookUpIterPatByOEPat(final String oePattern, final String dbName)","java","src/java/billiards/database/Database.java","586","method","Database#lookUpIterPatByOEPat","(final String oePattern, final String dbName)","deep","java-legacy-jdbc-records-code-history-triples-and-iteration-pattern-lookup","reviewed","c505d37129f6853c32a5a86d02d98a55b52ff50a145d4f0d00a68ab82f339f04","Legacy JDBC versus native MRR persistence, exists/insert race, empty delete API BUG-077, opaque triple history, exact grouped code/OE parity grammar and formula, UI alert validation behavior, iteration upsert/timestamp semantics, and lookup result contracts are documented in handbook Section 14.58.","2026-07-17"
"java:src/java/billiards/database/Database.java:Database#getPatternsFromDB(PreparedStatement pstmt)","java","src/java/billiards/database/Database.java","603","method","Database#getPatternsFromDB","(PreparedStatement pstmt)","deep","java-legacy-jdbc-records-code-history-triples-and-iteration-pattern-lookup","reviewed","c505d37129f6853c32a5a86d02d98a55b52ff50a145d4f0d00a68ab82f339f04","Legacy JDBC versus native MRR persistence, exists/insert race, empty delete API BUG-077, opaque triple history, exact grouped code/OE parity grammar and formula, UI alert validation behavior, iteration upsert/timestamp semantics, and lookup result contracts are documented in handbook Section 14.58.","2026-07-17"
"java:src/java/billiards/database/Info.java:Info","java","src/java/billiards/database/Info.java","5","class","Info","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","9338ae837a57939ea7eb76919fa7e312ca38eade29ffb67fdf2149cdab7190fe","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Info.java:Info#initialAngles","java","src/java/billiards/database/Info.java","7","field","Info#initialAngles","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","9338ae837a57939ea7eb76919fa7e312ca38eade29ffb67fdf2149cdab7190fe","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Info.java:Info#points","java","src/java/billiards/database/Info.java","8","field","Info#points","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","9338ae837a57939ea7eb76919fa7e312ca38eade29ffb67fdf2149cdab7190fe","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Info.java:Info#equations","java","src/java/billiards/database/Info.java","9","field","Info#equations","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","9338ae837a57939ea7eb76919fa7e312ca38eade29ffb67fdf2149cdab7190fe","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Info.java:Info#leftRights","java","src/java/billiards/database/Info.java","10","field","Info#leftRights","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","9338ae837a57939ea7eb76919fa7e312ca38eade29ffb67fdf2149cdab7190fe","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Info.java:Info#codeSeqLR","java","src/java/billiards/database/Info.java","11","field","Info#codeSeqLR","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","9338ae837a57939ea7eb76919fa7e312ca38eade29ffb67fdf2149cdab7190fe","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Info.java:Info#Info(final CInfo cinfo)","java","src/java/billiards/database/Info.java","13","method","Info#Info","(final CInfo cinfo)","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","9338ae837a57939ea7eb76919fa7e312ca38eade29ffb67fdf2149cdab7190fe","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll","java","src/java/billiards/database/InfoAll.java","6","class","InfoAll","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#initialAngles","java","src/java/billiards/database/InfoAll.java","8","field","InfoAll#initialAngles","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#points","java","src/java/billiards/database/InfoAll.java","9","field","InfoAll#points","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#equations","java","src/java/billiards/database/InfoAll.java","10","field","InfoAll#equations","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#leftRights","java","src/java/billiards/database/InfoAll.java","11","field","InfoAll#leftRights","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#codeSeqLR","java","src/java/billiards/database/InfoAll.java","12","field","InfoAll#codeSeqLR","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#sinEquations","java","src/java/billiards/database/InfoAll.java","13","field","InfoAll#sinEquations","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#cosEquations","java","src/java/billiards/database/InfoAll.java","14","field","InfoAll#cosEquations","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#vectorX","java","src/java/billiards/database/InfoAll.java","15","field","InfoAll#vectorX","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#vectorY","java","src/java/billiards/database/InfoAll.java","16","field","InfoAll#vectorY","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/InfoAll.java:InfoAll#InfoAll(final CInfoAll cinfoAll)","java","src/java/billiards/database/InfoAll.java","18","method","InfoAll#InfoAll","(final CInfoAll cinfoAll)","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","d9f58eef75c2ac5f2971a207c6ef1400ed2d4d566961d0be0eb4e4aa382142b6","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight","java","src/java/billiards/database/LeftRight.java","5","class","LeftRight","","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#leftNumber","java","src/java/billiards/database/LeftRight.java","7","field","LeftRight#leftNumber","","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#leftBranch","java","src/java/billiards/database/LeftRight.java","8","field","LeftRight#leftBranch","","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#rightNumber","java","src/java/billiards/database/LeftRight.java","9","field","LeftRight#rightNumber","","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#rightBranch","java","src/java/billiards/database/LeftRight.java","10","field","LeftRight#rightBranch","","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#LeftRight(final int leftNumber, final int leftBranch, final int rightNumber, final int rightBranch)","java","src/java/billiards/database/LeftRight.java","12","method","LeftRight#LeftRight","(final int leftNumber, final int leftBranch, final int rightNumber, final int rightBranch)","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#toString()","java","src/java/billiards/database/LeftRight.java","28","method","LeftRight#toString","()","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#equals(final Object obj)","java","src/java/billiards/database/LeftRight.java","33","method","LeftRight#equals","(final Object obj)","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/LeftRight.java:LeftRight#hashCode()","java","src/java/billiards/database/LeftRight.java","42","method","LeftRight#hashCode","()","deep","section-14-62","reviewed","c16e4e39a0f646455ca6e6beb939c28ca8188de173b97610ba124a7587e9412c","Source-order handbook entry satisfies the completion contract; fields and simple forwarding methods are grouped with their owning mathematical contract.","2026-07-17"
"java:src/java/billiards/database/Picture.java:Picture","java","src/java/billiards/database/Picture.java","5","class","Picture","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","bc4b8a096b9d1a6067cb01ff2141eb73f9c5a942657dfc3ac0aea25fd265d79b","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Picture.java:Picture#initialAngles","java","src/java/billiards/database/Picture.java","6","field","Picture#initialAngles","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","bc4b8a096b9d1a6067cb01ff2141eb73f9c5a942657dfc3ac0aea25fd265d79b","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Picture.java:Picture#points","java","src/java/billiards/database/Picture.java","7","field","Picture#points","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","bc4b8a096b9d1a6067cb01ff2141eb73f9c5a942657dfc3ac0aea25fd265d79b","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Picture.java:Picture#equations","java","src/java/billiards/database/Picture.java","8","field","Picture#equations","","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","bc4b8a096b9d1a6067cb01ff2141eb73f9c5a942657dfc3ac0aea25fd265d79b","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/Picture.java:Picture#Picture(final CPicture cpicture)","java","src/java/billiards/database/Picture.java","10","method","Picture#Picture","(final CPicture cpicture)","deep","java-result-snapshots-copy-native-strings-before-releasing-the-abi-buffers","reviewed","bc4b8a096b9d1a6067cb01ff2141eb73f9c5a942657dfc3ac0aea25fd265d79b","Grouped source-level snapshot entry maps every model field to its JNA source, endpoint-specific CInfoAll payload convention, immutable post-copy lifetime, null failure behavior, caller cleanup dependency BUG-068, and parsing boundary in handbook Section 14.56.","2026-07-17"
"java:src/java/billiards/database/PictureStable.java:PictureStable","java","src/java/billiards/database/PictureStable.java","3","class","PictureStable","","deep","anchor","reviewed","8c65d47de3565aaed80e17595baaedfc5bd74f1d86fb5005212e06c91a57a451","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureStable.java:PictureStable#points","java","src/java/billiards/database/PictureStable.java","4","field","PictureStable#points","","deep","anchor","reviewed","8c65d47de3565aaed80e17595baaedfc5bd74f1d86fb5005212e06c91a57a451","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureStable.java:PictureStable#equations","java","src/java/billiards/database/PictureStable.java","5","field","PictureStable#equations","","deep","anchor","reviewed","8c65d47de3565aaed80e17595baaedfc5bd74f1d86fb5005212e06c91a57a451","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureStable.java:PictureStable#PictureStable(final String points, final String equations)","java","src/java/billiards/database/PictureStable.java","7","method","PictureStable#PictureStable","(final String points, final String equations)","deep","anchor","reviewed","8c65d47de3565aaed80e17595baaedfc5bd74f1d86fb5005212e06c91a57a451","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureUnstable.java:PictureUnstable","java","src/java/billiards/database/PictureUnstable.java","3","class","PictureUnstable","","deep","anchor","reviewed","733d4b94511b61f6c4da8cd07122b8b3e7ed6aa6b1b6a0348f7e892ef1278bc1","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureUnstable.java:PictureUnstable#initialAngles","java","src/java/billiards/database/PictureUnstable.java","4","field","PictureUnstable#initialAngles","","deep","anchor","reviewed","733d4b94511b61f6c4da8cd07122b8b3e7ed6aa6b1b6a0348f7e892ef1278bc1","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureUnstable.java:PictureUnstable#points","java","src/java/billiards/database/PictureUnstable.java","5","field","PictureUnstable#points","","deep","anchor","reviewed","733d4b94511b61f6c4da8cd07122b8b3e7ed6aa6b1b6a0348f7e892ef1278bc1","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureUnstable.java:PictureUnstable#equations","java","src/java/billiards/database/PictureUnstable.java","6","field","PictureUnstable#equations","","deep","anchor","reviewed","733d4b94511b61f6c4da8cd07122b8b3e7ed6aa6b1b6a0348f7e892ef1278bc1","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/database/PictureUnstable.java:PictureUnstable#PictureUnstable(final String initialAngles, final String points, final String equations)","java","src/java/billiards/database/PictureUnstable.java","8","method","PictureUnstable#PictureUnstable","(final String initialAngles, final String points, final String equations)","deep","anchor","reviewed","733d4b94511b61f6c4da8cd07122b8b3e7ed6aa6b1b6a0348f7e892ef1278bc1","Complete Java database administration/schema/path/lifecycle or legacy snapshot contract, callers, defects, tests, and concurrency in Sections 14.180-14.181","2026-07-18"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon","java","src/java/billiards/geometry/ConvexPolygon.java","17","class","ConvexPolygon","","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#vertices","java","src/java/billiards/geometry/ConvexPolygon.java","19","field","ConvexPolygon#vertices","","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#ConvexPolygon(final ImmutableList<Vector2> vertices)","java","src/java/billiards/geometry/ConvexPolygon.java","21","method","ConvexPolygon#ConvexPolygon","(final ImmutableList<Vector2> vertices)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#create(final ImmutableList<Vector2> points)","java","src/java/billiards/geometry/ConvexPolygon.java","29","method","ConvexPolygon#create","(final ImmutableList<Vector2> points)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#giftWrapCheck(final ImmutableList<Vector2> points)","java","src/java/billiards/geometry/ConvexPolygon.java","42","method","ConvexPolygon#giftWrapCheck","(final ImmutableList<Vector2> points)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#location(final double x, final double y)","java","src/java/billiards/geometry/ConvexPolygon.java","90","method","ConvexPolygon#location","(final double x, final double y)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#sign(final Vector2 v0, final Vector2 v1, final double x, final double y)","java","src/java/billiards/geometry/ConvexPolygon.java","119","method","ConvexPolygon#sign","(final Vector2 v0, final Vector2 v1, final double x, final double y)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#separatingAxis(final Projectable figure)","java","src/java/billiards/geometry/ConvexPolygon.java","143","method","ConvexPolygon#separatingAxis","(final Projectable figure)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#intersects(final ConvexPolygon poly)","java","src/java/billiards/geometry/ConvexPolygon.java","169","method","ConvexPolygon#intersects","(final ConvexPolygon poly)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#intersects(final Rectangle rect)","java","src/java/billiards/geometry/ConvexPolygon.java","175","method","ConvexPolygon#intersects","(final Rectangle rect)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#projectX()","java","src/java/billiards/geometry/ConvexPolygon.java","198","method","ConvexPolygon#projectX","()","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#projectY()","java","src/java/billiards/geometry/ConvexPolygon.java","214","method","ConvexPolygon#projectY","()","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#project(final Vector2 axis)","java","src/java/billiards/geometry/ConvexPolygon.java","230","method","ConvexPolygon#project","(final Vector2 axis)","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
"java:src/java/billiards/geometry/ConvexPolygon.java:ConvexPolygon#hashCode()","java","src/java/billiards/geometry/ConvexPolygon.java","247","method","ConvexPolygon#hashCode","()","deep","section-14-65","reviewed","cb571292579ba9cfdffd6b38028cd8970a901468235702b0f61828693e1f65c7","Source-order handbook entry satisfies the completion contract; immutable fields and direct forwarding helpers are grouped with the full geometry and numerical-boundary contract.","2026-07-17"
